START: Sat Dec 27 01:54:02 EET 2025
JOB: 196372 TASK: 0
Sat Dec 27 01:54:02 2025       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 550.144.03             Driver Version: 550.144.03     CUDA Version: 12.4     |
|-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  Tesla V100-SXM2-32GB           On  |   00000000:85:00.0 Off |                    0 |
| N/A   30C    P0             43W /  300W |       1MiB /  32768MiB |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+
                                                                                         
+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI        PID   Type   Process name                              GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
[CV] k=10 fold=0
[CV] TRAIN subjects (44): ['SC4002E0', 'SC4011E0', 'SC4012E0', 'SC4021E0', 'SC4022E0'] ...
[CV] VAL   subjects (1):   ['SC4001E0']
[CV] TEST  subjects (6):  ['SC4061E0', 'SC4121E0', 'SC4161E0', 'SC4202E0', 'SC4221E0'] ...
=== DEVICE: cuda ===
=== seq_len=21 stride=1 batch_size=16 ===
=== Transformer: d_model=128 heads=4 layers=2 ff=256 dropout=0.1 ===
=== START TRAIN (SeqTransformer CV fold) ===
[F0] [E01] batch 4720 | loss=0.4771 | acc=0.938
[F0] [E01] batch 4740 | loss=0.3020 | acc=0.938
[F0] [E01] batch 4760 | loss=0.5400 | acc=0.875
[F0] [E01] batch 4780 | loss=0.2856 | acc=0.938
[F0] [E01] batch 4800 | loss=0.2317 | acc=1.000
[F0] [E01] batch 4820 | loss=0.2633 | acc=1.000
[F0] [E01] batch 4840 | loss=0.2418 | acc=1.000
[F0] [E01] batch 4860 | loss=0.2726 | acc=1.000
[F0] [E01] batch 4880 | loss=0.4000 | acc=0.938
[F0] [E01] batch 4900 | loss=0.5322 | acc=0.938
[F0] [E01] batch 4920 | loss=0.4600 | acc=0.938
[F0] [E01] batch 4940 | loss=0.6792 | acc=0.812
[F0] [E01] batch 4960 | loss=0.5111 | acc=0.875
[F0] [E01] batch 4980 | loss=0.2938 | acc=1.000
[F0] [E01] batch 5000 | loss=0.3452 | acc=0.938
[F0] [E01] batch 5020 | loss=0.2907 | acc=1.000
[F0] [E01] batch 5040 | loss=0.4160 | acc=0.875
[F0] [E01] batch 5060 | loss=0.2896 | acc=1.000
[F0] [E01] batch 5080 | loss=0.2606 | acc=1.000
[F0] [E01] batch 5100 | loss=0.3860 | acc=0.875
[F0] [E01] batch 5120 | loss=0.6024 | acc=0.875
[F0] [E01] batch 5140 | loss=0.2834 | acc=1.000
[F0] [E01] batch 5160 | loss=0.2262 | acc=1.000
[F0] [E01] batch 5180 | loss=0.2626 | acc=1.000
[F0] [E01] batch 5200 | loss=0.3153 | acc=0.938
[F0] [E01] batch 5220 | loss=0.4882 | acc=0.812
[F0] [E01] batch 5240 | loss=0.2906 | acc=0.938
[F0] [E01] batch 5260 | loss=0.2697 | acc=1.000
[F0] [E01] batch 5280 | loss=0.3970 | acc=0.938
[F0] [E01] batch 5300 | loss=0.4256 | acc=0.875
[F0] [E01] batch 5320 | loss=0.9306 | acc=0.625
[F0] [E01] batch 5340 | loss=0.3057 | acc=1.000
[F0] [E01] batch 5360 | loss=0.2381 | acc=1.000
[F0] [E01] batch 5380 | loss=0.3653 | acc=0.938
[F0] [E01] batch 5400 | loss=0.3115 | acc=0.938
[F0] [E01] batch 5420 | loss=0.5197 | acc=0.875
[F0] [E01] batch 5440 | loss=0.2303 | acc=1.000
[F0] [E01] batch 5460 | loss=0.3433 | acc=1.000
[F0] [E01] batch 5480 | loss=0.3913 | acc=0.938
[F0] [E01] batch 5500 | loss=0.2619 | acc=1.000
[F0] [E01] batch 5520 | loss=0.3794 | acc=0.938
[F0] [E01] batch 5540 | loss=0.4714 | acc=0.875
[F0] [E01] batch 5560 | loss=0.2661 | acc=1.000
[F0] [E01] batch 5580 | loss=0.5463 | acc=0.875
[F0] [E01] batch 5600 | loss=0.2467 | acc=1.000
[F0] [E01] batch 5620 | loss=0.3339 | acc=0.938
[F0] [E01] batch 5640 | loss=0.2386 | acc=1.000
[F0] [E01] batch 5660 | loss=0.3094 | acc=0.938
[F0] [E01] batch 5680 | loss=0.3818 | acc=0.875
[F0] [E01] batch 5700 | loss=0.3712 | acc=0.938
[F0] [E01] batch 5720 | loss=0.2378 | acc=1.000
[F0] [E01] batch 5740 | loss=0.2765 | acc=1.000
[F0] [E01] batch 5760 | loss=0.4558 | acc=0.938
[F0] [E01] batch 5780 | loss=0.3525 | acc=0.938
[F0] [E01] batch 5800 | loss=0.3864 | acc=0.938
[F0] [E01] batch 5820 | loss=0.4825 | acc=0.875
[F0] [E01] batch 5840 | loss=0.3950 | acc=0.938
[F0] [E01] batch 5860 | loss=0.3214 | acc=0.938
[F0] [E01] batch 5880 | loss=0.3896 | acc=0.938
[F0] [E01] batch 5900 | loss=0.4148 | acc=0.938
[F0] [E01] batch 5920 | loss=0.4970 | acc=0.875
[F0] [E01] batch 5940 | loss=0.2489 | acc=1.000
[F0] [E01] batch 5960 | loss=0.2726 | acc=0.938
[F0] [E01] batch 5980 | loss=0.3123 | acc=1.000
[F0] [E01] batch 6000 | loss=0.3062 | acc=1.000
[F0] [E01] batch 6020 | loss=0.2374 | acc=1.000
[F0] [E01] batch 6040 | loss=0.2295 | acc=1.000
[F0] [E01] batch 6060 | loss=0.2522 | acc=1.000
[F0] [E01] batch 6080 | loss=0.4560 | acc=0.938
[F0] [E01] batch 6100 | loss=0.2438 | acc=1.000
[F0] [E01] batch 6120 | loss=0.4627 | acc=0.938
[F0] [E01] batch 6140 | loss=0.3092 | acc=0.938
[F0] [E01] batch 6160 | loss=0.3111 | acc=0.938
[F0] [E01] batch 6180 | loss=0.6230 | acc=0.812
[F0] [E01] batch 6200 | loss=0.4423 | acc=0.938
[F0] [E01] batch 6220 | loss=0.7887 | acc=0.750
[F0] [E01] batch 6240 | loss=0.4662 | acc=0.938
[F0] [E01] batch 6260 | loss=0.2748 | acc=1.000
[F0] [E01] batch 6280 | loss=0.5009 | acc=0.875
[F0] [E01] batch 6300 | loss=0.2359 | acc=1.000
[F0] [E01] batch 6320 | loss=0.2725 | acc=1.000
[F0] [E01] batch 6340 | loss=0.2327 | acc=1.000
[F0] [E01] batch 6360 | loss=0.3347 | acc=1.000
[F0] [E01] batch 6380 | loss=0.4628 | acc=0.875
[F0] [E01] batch 6400 | loss=0.5102 | acc=0.938
[F0] [E01] batch 6420 | loss=0.2922 | acc=1.000
[F0] [E01] batch 6440 | loss=0.2418 | acc=1.000
[F0] [E01] batch 6460 | loss=0.3962 | acc=0.938
[F0] [E01] batch 6480 | loss=0.4901 | acc=0.875
[F0] [E01] batch 6500 | loss=0.4624 | acc=0.938
[F0] [E01] batch 6520 | loss=0.3205 | acc=1.000
[F0] [E01] batch 6540 | loss=0.2753 | acc=1.000
[F0] [E01] batch 6560 | loss=0.5039 | acc=0.875
[F0] [E01] batch 6580 | loss=0.3462 | acc=0.875
[F0] [E01] batch 6600 | loss=0.2429 | acc=1.000
[F0] [E01] batch 6620 | loss=0.2306 | acc=1.000
[F0] [E01] batch 6640 | loss=0.3101 | acc=1.000
[F0] [E01] batch 6660 | loss=0.5367 | acc=0.875
[F0] [E01] batch 6680 | loss=0.2705 | acc=1.000
[F0] [E01] batch 6700 | loss=0.2498 | acc=1.000
[F0] [E01] batch 6720 | loss=0.8426 | acc=0.750
[F0] [E01] batch 6740 | loss=0.2514 | acc=1.000
[F0] [E01] batch 6760 | loss=0.3399 | acc=0.938
[F0] [E01] batch 6780 | loss=0.3363 | acc=0.938
[F0] [E01] batch 6800 | loss=0.2827 | acc=1.000
[F0] [E01] batch 6820 | loss=0.5397 | acc=0.875
[F0] [E01] batch 6840 | loss=0.2264 | acc=1.000
[F0] [E01] batch 6860 | loss=0.4608 | acc=0.875
[F0] [E01] batch 6880 | loss=0.3753 | acc=0.938
[F0] [E01] batch 6900 | loss=0.3652 | acc=0.938
[F0] [E01] batch 6920 | loss=0.3574 | acc=0.938
[F0] [E01] batch 6940 | loss=0.2488 | acc=1.000
[F0] [E01] batch 6960 | loss=0.3083 | acc=0.938
[F0] [E01] batch 6980 | loss=0.2749 | acc=1.000
[F0] [E01] batch 7000 | loss=0.4086 | acc=0.938
